ROW_ID,V1T27_1921,PR,CD_NO,CSD_NO,PR_CD_CSD,CSD_TYPE,POP_TOT_1921,Founded,Founded_context,Incorporated,Incorporated_context,Railway_arrives,Railway_lines,First_post_office,Post_office_context,First_church,First_church_context,First_school,First_school_context,Residential_school,Medical,Medical_context,Justice_system,Justice_system_context,First_cemetery,Cemeteries_context,First_newspaper,Newspapers,Colonization_companies,Colonization_companies_context,Land_office_established,Digital_local_history_source
3902,SK176043,SK,176,43,Drinkwater,VL,239,1901.0,,1904.0,,1893.0,"CPR had arrived in Drinkwater by 1893, but exact date is unclear.",1902,1902 - First postmaster appointed.,1903.0,1903 - Zion Presbyterian Church; 1911 - Drinkwater Methodist Church.,1904.0,1904 - First schoolhouse in Drinkwater townsite. 1902 was the first school in the Drinkwater School District.,,1905.0,1905 - First resident doctor (George Boyd) in Drinkwater.,1910.0,1910 - RNWMP depot in Drinkwater. 1914 - Village constable hired (W. Swift).,1914.0,1914 - Earliest burial in Fairview Cemetery.,,,,,,
3651,SK171032,SK,171,32,Frobisher,VL,168,1901.0,"Originally spelled Frobyshire, but was requested to be standardized to Frobisher in 1923.",1904.0,,1892.0,"CPR, GTPR",1902,1902 - First postmaster appointed.,1911.0,1911 - Frobisher Union Church,1903.0,1903 - First school built in Frobisher.,,1913.0,"1913 - Earliest mention of a doctor (M. M. Seymour) in Frobisher, but unclear if doctor practiced in Frobisher or was from outside of the community.",1904.0,"1904 - Council minutes describe the work done by a village constable, so one was likely hired, but no further details available.",1902.0,1902 - Earliest burial in Frobisher Resthaven Cemetery.,1906.0,"By 1906, Frobisher had a newspaper (possibly ""The Frobisher Times""), but no further details available.",,,,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWTRH
4306,SK184036,SK,184,36,Tisdale,T,783,1901.0,1901. - Homesteading in the area began in the Doghide Settlement. ,1905.0,,1905.0,CNoR,1904,1904 - First postmaster appointed.,,"Undated - ""the Methodist church [...] was the first church built in Tisdale""; 1907 - St. Matthew's Anglican Church; 1908 - St. Paul's Presbyterian Church; 1914 - Tisdale Immaculate Conception Roman Catholic Church",1905.0,1905 - Tisdale Public School one-room schoolhouse opened.,,1905.0,"1905 - First resident doctor (Fred J. Hogan); 1925 - a ""temporary"" hospital was established.",1906.0,1906 - Tisdale detachment of the RNWMP formed.,1907.0,1907 - Earliest burial in Tisdale Cemetery.,1906.0,1906 - The Tisdale Monitor,,,,
3851,SK175048,SK,175,48,Rocanville,VL,415,1902.0,"Settlement in the area dates back to 1785 with the fur trade and Fort Esperance, but homestead settlement began in 1882, and the village site established in 1902.",1904.0,,1904.0,CPR,1884,1884 - First postmaster appointed.,1905.0,1905 - Unnamed Presbyterian Church; 1909 - Rocanville Methodist Church; 1911 - St. Thomas Anglican Church,1903.0,"1903 - First school in the village of Rocanville opened. Previous schools had been in Old Rocanville, a different site.",,1904.0,1904 - First doctor (Dr. Bell) in Rocanville.,1895.0,1895 - NWMP depot established at Rocanville.,1888.0,1888 - Earliest burial in The Webster Cemetery,1905.0,1905 - The Exponent; 1910 - The Rocanville Record,,,,
3823,SK175020,SK,175,20,Bredenbury,T,290,1902.0,"Settlement began in the early 1880s, but the townsite started taking shape in 1902.",1911.0,,1888.0,M&NWR,1890,1890 - First postmaster appointed.,1911.0,"Undated, but possibly 1887 - Unnamed Methodist church; 1911 - Knox Presbyterian Church; Undated, but around 1911 - Unnamed Catholic church; undated Anglican church",1905.0,1905 - First school in Bredenbury opened.,,1912.0,1912 - First doctor (Dr. Riggs) in Bredenbury.,1911.0,"1911 - Earliest dated constable (N. McCalder) appointed, replaced in 1912 by J. Churchill.",1908.0,1908 - Earliest burial in Bredenbury Cemetery.,1912.0,1912 - The Bredenbury World (later changed to The Bredenbury Sun),,,,
4147,SK181036,SK,181,36,Dundurn,VL,197,1902.0,,1905.0,,1889.0,QLSRSC,1894,1894 - First postmaster appointed.,1906.0,1906 - Dundurn Methodist Church; 1910 - Dundurn Moravian Brethren Church; 1915 - Unnamed Seventh Day Adventist church ,1902.0,"1902 - first teacher listed for Dundurn, as no date given for school buildings.",,,Undated but around 1903 - First resident doctor (W. Wilson) in Dundurn.,,,1905.0,1905 - Earliest burial in Hillside Gardens Cemetery,1907.0,1907 - Earliest date given for The Dundurn Enterprise.,1902.0,"No company, but an individual - ""It was in 1902 that Dundum started as a village, due to the efforts of E. J. Meilicke, a senator from Minnesota, who induced a number of his friends to come and settle here.""",,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1FJQMX3P
3927,SK176068,SK,176,68,Wilcox,VL,383,1902.0,"1902 - First settlers arrive in Wilcox, brought by the Luse Land Company.",1907.0,,1893.0,CPR,1902,1902 - First postmaster appointed.,1908.0,1908 - Unnamed Methodist church; 1909 - Unnamed Presbyterian church; 1912 - St. Augustine Roman Catholic church; 1918 - St. John Anglican church,1906.0,1906 - The first Wilcox Public School opened.,,1908.0,1908 - First doctor (Montford A. Kendrick) in Wilcox.,1909.0,1909 - First town constable (A. L. Meek) was appointed.,1905.0,1905 - Earliest burial in Wilcox Cemetery.,1908.0,1908 - First documentation of The Wilcox Courier; 1911 - The Wilcox Herald,1902.0,"1902 - The Luse Land Company, along with the Soo Line of CPR, was directly involved in settling Wilcox.",,
3661,SK171042,SK,171,42,Redvers,VL,181,1902.0,,,,1900.0,"CPR (date of arrival unclear, but station was being built in 1909)",1902,1902 - First postmaster appointed.,1906.0,1906 - Redvers Presbyterian Church,1905.0,1905 - Earliest date found for Redvers first schoolhouse.,,,Undated - Early doctor in Redvers (Dr. Arthur).,,,1901.0,1901 - Earliest burial in Redvers Cemetery,1909.0,1909 - The Redvers Observer,,1902-1904 - Colonization Company of St. Paul and Minneapolis,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O14EITB
3707,SK172041,SK,172,41,Macoun,VL,195,1902.0,,1903.0,,1883.0,"CPR, CNoR",1903,1903 - First postmaster appointed.,1906.0,1906 - Macoun Presbyterian Church; 1906 - Macoun Methodist Church; 1919 - Bethany Scandinavian Lutheran Church,1904.0,1904 - First schoolhouse in Macoun.,,,,,,1903.0,1903 - Earliest burial in Macoun Cemetery.,,,1910.0,1910 - The Tuttle Land Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWRFL
4134,SK181023,SK,181,23,Hanley,T,312,1902.0,"1883 - Settlers arrive in the area, but the town was founded in 1902 with the arrival of the railway.",1905.0,,1889.0,QLSRSC,1903,1903 - First postmaster appointed.,1906.0,1906 - Unnamed Presbyterian church (also used by Methodists); 1909 - Hanley Lutheran Church; 1913 St. Mary's Anglican Church,1905.0,1905 - First school built in Hanley.,,1904.0,"1904 - Earliest listed doctors (J. W. MacNeil, A. E. Cantelon) listed in Hanley.",1905.0,1905 - Hanley detachment of the RNWMP established.,1905.0,1905 - Earliest burial in Old Hanley Cemetery; 1907 - Earliest burial in Hanley Cemetery,1904.0,1904 - The Hanley Herald,1902.0,1902 - Saskatchewan Valley Land Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O3XK0HK
3857,SK175054,SK,175,54,Welwyn,VL,259,1902.0,"Colonial presence in the area began with Fort Ellice in 1831, settlers began to homestead in 1883, but the townsite was surveyed in 1902.",1907.0,,1904.0,CPR,1903,"1884 - Original settlement, first postmaster appointed; 1903 - First postmaster appointed at current townsite.",1883.0,1883 - Unnamed Presbyterian church; 1904 - Welwyn Avenue Methodist Church.,1887.0,1887 - First school in Welwyn opened. No clear date for when the first school on the current townsite opened.,,1908.0,"1908 - Early doctor (Dr. Munroe) in Welwyn. First doctor was a Dr. Christie, but his arrival is undated.",,,1905.0,1905 - Welwyn Cemetery is established.,,Welwyn was served by The Moosomin Courier (and subsequent names) but did not seem to have its own newspaper.,,,,
3699,SK172033,SK,172,33,Fillmore,VL,244,1902.0,,1905.0,,1904.0,CPR,1904,1904 - First postmaster appointed.,1909.0,1909 - St. Aloysius Catholic Church; between 1907-1921 - Knox Presbyterian Church and Grace Methodist Church; ,1904.0,1904 - First school in Fillmore built.,,1904.0,1904 - First doctor (Dr. Mahan) arrived in Fillmore.,1910.0,1910 - RNWMP depot in Fillmore.,1905.0,1905 - Earliest burial in Fillmore Memorial Cemetery.,1906.0,1906 - The Fillmore Press,,,,
4356,SK185046,SK,185,46,Muenster,VL,116,1902.0,St. Peter's Colony was the origin point for the formation of the village of Muenster.,1908.0,,1905.0,CNoR,1904,1904 - First postmaster appointed.,1910.0,1910 - St. Peter's Roman Catholic Cathedral,1916.0,1916 - First school built in Muenster.,,,,,,1903.0,1903 - Earliest burial in St. Peter's Roman Catholic Cemetery,,,1902.0,1902 - Volksverein German-American Land Company,,
4156,SK181045,SK,181,45,Kenaston,VL,217,1902.0,"Originally named Bonnington Springs, later renamed Kenaston. Settlement at the townsite began 1902.",1910.0,,1889.0,QLSRSC,1904,1904 - First postmaster appointed.,1909.0,1909 - Kenaston Evangelical Church; 1912 - St. Andrew's Catholic Parish Church; 1912 - St. Columba Anglican Church,1905.0,1905 - First school in Kenaston opened.,,,,,,1902.0,1902 - Earliest burial in Kenaston Public Cemetery; 1907 - Earliest burial in St. Andrew's Cemetery,1927.0,1927-1935 - The Kenaston Courier,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1OX0B61J
4400,SK186036,SK,186,36,Marcelin,VL,212,1902.0,"First townsite of Marcelin began developing in 1902, but was moved to meet the railway in 1911.",1911.0,,1911.0,CNoR,1904,1904 - First postmaster appointed.,1904.0,1904 - St. Joseph Roman Catholic Church,1907.0,1907 - First school in Marcelin opened.,,,Undated but first doctor in Marcelin was Dr. Hopkins.,,,1905.0,1905 - Earliest burial in Marceling Cemetery; 1917 - Earliest burial at Craigmore Cemetery,,,1902.0,"1902 - The town's founder, Antoine Marcelin, actively recruited Europeans to settle Marcelin.",,
3693,SK172027,SK,172,27,Avonlea,VL,310,1902.0,"Settlement in the area started in 1891, but 1902 saw the first settlement near Avonlea, called New Warren.",1912.0,,1911.0,"CNoR (dates given include 1911, 1912, 1913)",1904,1904 - First postmaster appointed.,1912.0,1912 - Hillcrest Methodist Church moved to Avonlea; undated but prior to 1916 - St. Peter's Anglican Church,1913.0,1913 - First schoolhouse built in Avonlea.,,1912.0,1912 - First resident doctor (Henry Watters Dunnet) in Avonlea.,1915.0,1915 - RNWMP Depot in Avonlea.,1908.0,1908 - Earliest burial in Hillcrest Cemetery.,1918.0,undated but prior to 1918 - The Avonlea Advocate,,,,
4393,SK186029,SK,186,29,Borden,VL,160,1902.0,"Originally named Baltimore, renamed Borden in 1905.",1907.0,"Conflicting dates - LHB says 1905, old provincial doc says 1907. Unsure which is correct so using later date.",1905.0,"CNoR (conflicting dates - some sources say 1905, some 1906)",1905,1905 - First postmaster appointed.,1907.0,Prior to 1909 - St. John's Anglican Church; 1907 - Borden Mennonite Brethren Church; 1912 - Borden Presbyterian Church (there may also have been an earlier church but unclear); 1915 - Borden Quaker Meeting House,1906.0,1906 - First school in Borden built.,,1908.0,"1906 - Earliest recorded doctor (R. R. Reynolds) in Borden, but he was not licensed for SK; 1908 - Earliest practicing doctor (Dr. Henderson) in Borden.",1914.0,"1914 - Earliest noted constable (Joe Stahl) for the RM of Great Bend, who must have been formidable as the LHB says of his appointment ""It is likely lawlessness became extinct in short order.""",1900.0,1900 - Earliest burial in Borden Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1SJL8J2C
3925,SK176066,SK,176,66,Southey,VL,324,1902.0,1902 - Settlement in the area first began.,1908.0,,1905.0,CPR,1905,1905 - First postmaster appointed.,1907.0,1907 - Southey Baptist Church; 1909 - St. James Roman Catholic Church; 1911 - Emmanuel Lutheran Church; 1912 - Southey Methodist Church; ,1906.0,1906 - Southey one-room schoolhouse opened.,,1911.0,"1911 - G.W. Hutchison is the earliest doctor I could find mentioned; many mentions of ""the hospital"" but I can't find record of it.",1910.0,1910 - First town constable appointed.,1909.0,1909 - Earliest burial in Southey Cemetery,1913.0,1913 - The Southey Review,,Dominion Lands Colonization Company (undated),,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWNWN
4362,SK185052,SK,185,52,Warman,VL,172,1902.0,,1906.0,,1902.0,"CPR (the line was given to CNoR in 1905), QLSRSC",1906,1906 - First postmaster appointed.,1906.0,1906 - Unnamed Presbyterian church; around 1906 - Unnamed Anglican church; 1914 - Unnamed Lutheran church,1906.0,1906 - First school built in Warman.,,1906.0,1906 - Earliest doctor mentioned (Dr. Knipfel).,1906.0,RNWMP division C was active in Warman.,1908.0,1908 - Earliest burial in Warman Cemetery.,,,,,,
4344,SK185034,SK,185,34,Bruno,VL,311,1902.0,,1909.0,,1905.0,"CNoR, GTPR",1906,1906 - First postmaser appointed.,1905.0,1905 - St. Bruno Roman Catholic Church; 1910 - Bruno Anglican Church; 1925 - Ukranian Greek Catholic Church of Holy Trinity,1910.0,1910 - First school opened in Bruno.,,1913.0,"1913 - First mention of medical care, the Emergency Hospital was built.",1915.0,1915 - RNWMP Division F active in Bruno.,1905.0,1905 - Earliest burial in St. Bruno Roman Catholic Cemetery;,1923.0,undated but prior to 1923 - The Bruno Leader,,,,https://www.brunosaskatchewan.com/up-to-now-history-book
3956,SK177028,SK,177,28,Morse,T,559,1902.0,,1910.0,,1902.0,CPR,1906,1906 - First postmaster appointed.,1910.0,Prior to 1911 - Unnamed Methodist church; 1910 - St. Andrew's Anglican Church; 1913 - Unnamed Baptist church; 1917 - The Church of the Nazarene; 1929 - St. Paul's Lutheran Church,1908.0,1908 - First schoolhouse built in Morse School District #1921.,,1909.0,1909 - First doctor (Amos Denovan) comes to Morse.,1910.0,1910 - RNWMP A Troop activity in Morse recorded.,1902.0,1902 - Earliest burial in Memory Lane Cemetery.,1908.0,Between 1908-1910 - The Morse Monitor (later renamed The Morse News),,,,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWL8T
4187,SK182020,SK,182,20,Asquith,T,311,1902.0,,1907.0,,1908.0,1908 - CPR; 1909 - GTPR,1907,1907 - First postmaster appointed.,1906.0,1906 - Asquith Baptist Church; 1907 - St. George's Anglican Church; 1908 - Asquith Presbyterian Church (Methodists also used this church),1908.0,1908 - First school built in Asquith.,,1909.0,1909 - Earliest date for a doctor in Asquith (Dr. Humphreys).,1907.0,1907 - Earliest date for a town constable (Rod Galbraith).,1911.0,1911 - Earliest burial in Asquith Cemetery,1906.0,"1906-1912, unnamed newspaper.",,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1O1ULJD1
3922,SK176063,SK,176,63,Regina Beach,VL,379,1902.0,"Settlement in the area began in 1882, but the Pearson Land Company contributed to the formation of the village beginning in 1902.",1920.0,,1911.0,CPR,1912,1912 - First postmaster appointed and post office opened in a store.,1910.0,1910 - St. Bartholomew Anglican Church; 1927 - Regina Beach United Church; 1930 - St. Jerome Catholic Church,1914.0,1914 - First schoolhouse built.,,,"I can find no record of regular health care in Regina Beach due to its status as a resort village, until fairly recently. As of 1989, ""With more and more permanent residents it would be nice, some time down the line, to see a resident Doctor and perhaps a small Bank, but we are progressing and who knows what the future will bring.""",1934.0,1934 - First mention of sustained RCMP presence in the area.,1923.0,1923 - Earliest burial in Regina Beach Cemetery,,,1902.0,1902 - William Pearson Land Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1OWRY641
3790,SK174025,SK,174,25,East End,T,427,1902.0,1902 - The first residence in Eastend was built.,,"Possibly incorporated the same year as the railway arrived, but can't confirm.",1914.0,CPR,1914,1914 - First postmaster appointed.,1916.0,1916 - Unnamed Anglican Church; 1918 - Union Presbyterian Church; 1921 - Unnamed Roman Catholic Church; ,1914.0,1914 - First school opened.,,1915.0,1915 - The first Eastend Hospital established.,1875.0,"1875 - NWMP activity in the area first dates back to the 1870s with the establishment of nearby Fort Walsh, but cannot find a confirmed date for Eastend.",1916.0,1916 - Earliest burial in Riverside Cemetery.,1914.0,1914 - The Eastend Enterprise,,,,
3891,SK176032,SK,176,32,Balcarres,VL,416,1903.0,"Settlement began in 1882, but the townsite was established in 1903 by the coming of CPR.",1904.0,,1904.0,"CPR, GTPR",1884,1884 - First postmaster appointed.,1886.0,1886 - Balcarres Methodist Church; 1905 - St. Andrew's Presbyterian Church; 1906 - St. Paul's Anglican Church; 1917 - St. John's Roman Catholic Church; ,1891.0,1887 - A standalone school in a log shack was operating; 1891 - First purpose-built schoolhouse opened.,1889-1949 - File Hills Residential School,1904.0,1904 - First doctor (R. E. Monteith) served the community. 1928 - First cottage hospital.,1905.0,1905 - RNWMP officer Sgt. Fyffe listed as posted to Balcarres.,1890.0,1890 - Earliest recorded burial at Balcarres Cemetery,1906.0,"1906 - The Balcarres News (renamed The Balcarres Review in 1913, then the Free Lance in 1916, The Balcarres Free Lance in 1917); 1918 - The Western Monitor.",,,,
3890,SK176031,SK,176,31,Abernethy,VL,280,1903.0,"Settlement in the area began in the 1880s, but the townsite of Abernethy was founded in 1903 with the coming of the railway. ",1904.0,,1904.0,"CPR, GTPR",1884,1884 - First postmaster appointed.,,1904 - Christ Church (Anglican) moved to Abernethy; 1905 - Knox Presbyterian Church; 1905 - Abernethy Methodist Church,1906.0,1894 - First school built in the Abernethy School District; 1906 - First school in Abernethy proper was built.,,1904.0,1904 - First doctor (Dr. Aikens) in Abernethy.,1910.0,"1910 - First dated mention of a town constable (A. D. Davey), but he would have been appointed earlier as it says ""to reappoint A.D. Davey as village constable"". Also, this close to Fort Qu'Appelle, the NWMP would have been in the area for quite some time.",1905.0,1905 - Earliest burial in Abernethy Cemetery.,1905.0,1905 - Earliest date found for The Abernethan.,1885.0,1885 - The Primitive Methodist Colonization Company; 1902 - The Ontario and Qu'Appelle Land Company,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F334K3J
4060,SK179032,SK,179,32,Sheho,VL,206,1903.0,"While settlement began in 1890, the townsite was established with the coming of the railway.",1905.0,,1904.0,"CPR (1903 or 1904, both dates given)",1891,1891 - First postmaster appointed.,1904.0,1904 - Unnamed Methodist church; 1910 - Unnamed Anglican church; 1923 - Holy Trinity Ukrainian Catholic Church; ,1904.0,1904 - First school in Sheho opened.,,,Undated - first doctor in Sheho (W. E. Somers).,1893.0,1893 - NWMP officer stationed in Sheho (Constable Glendenning).,1918.0,Prior to 1918 - Sheho Cemetery established (1918 is earliest date found).,1907.0,1907 - The Sheho Standard,,,,
4343,SK185033,SK,185,33,Birch Hills,VL,312,1903.0,"Birch Hills began with the nearby settlement of Harperview in 1884, then the townsite itself was established in 1903.",1907.0,,1905.0,CNoR,1895,1895 - First postmaster appointed.,1907.0,undated but possibly around 1905 - Unnamed Methodist church; 1907 - Unnamed Presbyterian church;  1915 - Birch Hills Lutheran Church; 1922 - St. Mary's Anglican Church;,1907.0,"1907 - First schoolhouse in Birch Hills proper was built, though the Harperview School had been established in 1894.",,1904.0,Undated but after 1898 - First doctor in the area was Dr. Alfred Shadd; 1904 - First healthcare provider in the area was a nurse (Sarah Engesetter); 1906 - First resident doctor (George Giles) in Birch Hills.,1909.0,1909 - First town constable (J. H. Snyder) appointed.,1909.0,1909 - Birch Hills Cemetery established.,1914.0,1914 - Birch Hills Gazette,,,,https://digitalcollections.ucalgary.ca/asset-management/2R34080J63LM
3855,SK175052,SK,175,52,Tantallon,VL,174,1903.0,,1904.0,,1904.0,CPR,1897,1897 - First postmaster appointed.,,Between 1903-1909 - Presbyterian manse built in Tantallon (no church until 1929),1904.0,1904 - First school built in Tantallon.,,1903.0,1903 - Early doctor (Charles Flatt) in Tantallon.,,,1892.0,1892 - Earliest burial in Valley View Cemetery.,,,,Undated - Harmony Industrial Association Pioneer Coop.,,
3911,SK176052,SK,176,52,Kronau,VL,66,1903.0,,,,1904.0,CPR,1900,1900 - First postmaster appointed.,1910.0,1910 - Unnamed Lutheran church,1910.0,"1897 - First school built to serve Kronau, but unclear if it was in the eventual village site. 1910 - First school built in Kronau.",,,,,,1891.0,1891 - Earliest burial in Kronau Bethlehem Heritage Cemetery.,,,,,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1F0GWTDG
4430,SK187023,SK,187,23,Lloydminster (pt),T_PT,469,1903.0,1903 - The Barr Colonist arrived in the area.,1903.0,"1903 was the village incorporation date in Sask, AB was 1906.",1905.0,CNoR,1903,1903 - First postmaster appointed and first post office built.,1903.0,1903 - Log Church of St John (Anglican); unable to find historical record of other churches as this one dominates the founding narrative of Lloydminster.,1906.0,"1906 - The first public school was operating by 1906, though I am unsure of its opening date.",,1906.0,"1906 - A general hospital was operating by 1906, though I am unsure of its opening date.",1903.0,1903 - A NWMP detachment was present.,,Can't find an establishing date or earliest burial date for Lloydminster Cemetery.,1906.0,1906 - The Lloydminster Daily Times,1902.0,1902 - Isaac Barr's colonization companies and co-ops/syndicates,,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1FJKXC39
4132,SK181021,SK,181,21,Davidson,T,652,1903.0,"Originally called Finsbury, but was later called Davidson.",1904.0,,1889.0,QLSRSC,1903,1903 - First postmaster appointed.,1905.0,1905 - Knox Presbyterian Church; 1908 - Unnamed Methodist church; 1912 - All Saints Anglican Church; 1917 - Roman Catholic Church of the Sacred Heart; ,1903.0,1903 - Davidson School Division #888 one room school house was built.,,1914.0,1914 - The General Hospital was opened.,,,1898.0,1898 - Earliest burial in Davidson Cemetery.,1904.0,1904 - The Davidson Leader,,1902 - The Saskatchewan Valley Land Company,,
3710,SK172044,SK,172,44,Osage,VL,109,1903.0,,1906.0,,1904.0,CPR,1903,1903 - First postmaster appointed.,1925.0,1925 - Osage United Church,1905.0,1905 - First school in Osage built.,,1905.0,1905 - Early doctor (Dr. Patterson) in Osage.,,,1907.0,1907 - Earliest burial in Osage Cemetery,,,1901.0,"Around 1901 - ""A John McRae had helped many settlers locate homestead land from a land company that had acquired half breed scrip."" but land company unnamed.",,
3709,SK172043,SK,172,43,Midale,VL,180,1903.0,,1907.0,,1893.0,"CPR, CNoR",1903,1903 - First postmaster appointed.,1908.0,1908 - First Baptist (Swedish Baptist) Church; 1911 - Midale Methodist Church,1905.0,1905 - First schoolhouse in Midael built.,,1904.0,1904 - First resident doctor (Dr. Scott) in Midale.,,,1909.0,1909 - Earliest burial in Westphalia Cemetery,,,1910.0,"1910 - The Tuttle Land Company was operating in the area, though unclear if they impacted Midale specifically.",,https://digitalcollections.ucalgary.ca/asset-management/2R3408NWRFL
3955,SK177027,SK,177,27,Herbert,T,827,1903.0,"Settlement in the area began with ranching in the late 1880s, but the town itself didn't root until 1903.",1904.0,"I can't find an official village incorporation date, only that as a town (1912). 1904 seems to be when Herbert became a village, though unofficially.",1882.0,CPR,1904,1904 - First postmaster appointed.,1908.0,1908 - The Herbert Mennonite Church,1905.0,1905 - The one room Herbert School was built.,,1923.0,1923 - First hospital built in Herbert.,1907.0,1907 - A RNWMP detachment was created in Herbert.,1904.0,1904 - The first cemetery (unnamed) is established.,1911.0,1911 - The Herbert Herald,1903.0,1903 - The Moose Jaw Land Company,,https://digitalcollections.ucalgary.ca/archive/Bittersweet-years---the-Herbert-story-2R3BF1F5GVNC0.html
3838,SK175035,SK,175,35,Dubuc,VL,223,1903.0,1903 - Townsite established by CPR.,1905.0,,1904.0,CPR,1904,1904 - First postmaster appointed.,1907.0,1907 - Dubuc Community Church (later renamed Dubuc Presbyterian); 1910 - New Sweden Lutheran Church (later renamed First Lutheran),1904.0,1904 - First school in Dubuc opened.,,1905.0,1905 - First resident doctor (W. C. Arnold) in Dubuc.,,,1904.0,1904 - Earliest burial in Dubuc Cemetery.,1910.0,1910 - The Dubuc Courer; 1911 - The Dubuc Enterprise,,,,
3714,SK172048,SK,172,48,Tyvan,VL,178,1903.0,,1905.0,,1904.0,CPR,1904,1904 - First postmaster appointed.,1907.0,1907 - Tyvan Presbyterian Church; 1907 - Holy Trinity Anglican Church; ,1905.0,1905 - First schoolhouse in Tyvan opened.,,1906.0,"1906 - Early, possibly first, doctor (A. N. Alburn Hardy) in Tyvan.",1912.0,"1912 - Earliest mention of village council hiring a constable, but no other details given.",1905.0,1905 - Earliest burial in Tyvan Cemetery,1907.0,1907-1908 - The Tyvan Signal; 1916-1917 - The Tyvan Resource,1901.0,"Multiple land companies operated in the Tyvan area: undated - The Porter Land Co., The Mills Bro. Land Co., McCrae Land Co., and Hazlemont and Wright; 1901 - The J. H. Haslam Land Co.; 1902 - The R. R. Stoner Land Co.",,https://digitalcollections.ucalgary.ca/asset-management/2R3BF1FJYZL6C
3853,SK175050,SK,175,50,Stockholm,VL,174,1903.0,"New Stockholm Colony (sometimes called Ohlen) was first settled in 1886, but the townsite was founded in 1903.",1905.0,,1904.0,CPR,1904,1904 - First postmaster appointed.,1895.0,1895 - Swedish Mission Church; 1896 - New Stockholm Lutheran Church; 1904 - Stockholm Presbyterian Church; 1916 - Stockholm Baptist Church,1894.0,"1888 - New Stockholm School Division established (school construction date missing), school moved to present location in 1895; 1908 - Stockholm Public School built.",,1907.0,1907 - First resident doctor only stayed a short while (Dr. Middleton).,,,1890.0,1890 - First burial in Swedish Mission Church Cemetery; 1892 - Earliest burial at New Stockholm Lutheran Cemetery; 1905 - Earliest burial at Stockholm Village Cemetery.,,,1883.0,"1883 - land agent Emanuel Ohlen ""was instrumental in bringing us our first settlers""; undated but around 1905 - Canada Northwest Land Company",,
3698,SK172032,SK,172,32,Creelman,VL,194,1903.0,"Originally called Hazel, CPR renamed it to Creelman in 1904.",1906.0,,1904.0,CPR,1904,1904 - First postmaster appointed.,1905.0,"1905 - Unnamed Presbyterian church; 1911 - Lots purchased for All Saints Anglican Church, but no construction date given;  ",1905.0,1905 - First school in Creelman built.,,1909.0,"Undated - first doctor in Creelman (Dr. Hammill); 1909 - Next doctor, given a date (Dr. Grier); 1918 - Creelman Hospital opened.",1912.0,1912 - First mention of a village constable (J. Widdifield) in Creelman.,1906.0,1906 - Earliest burial in Creelman Cemetery.,1908.0,1908 - The Creelman Gazette.,,,,
4340,SK185030,SK,185,30,Vonda,T,383,1903.0,1903 - Vonda established with the coming of CNoR.,1905.0,,1905.0,CNoR,1905,1905 - First postmaster appointed.,1907.0,1907 - Vonda Presbyterian Church; 1907 - St. Philippe de Neri Roman Catholic Church; 1908 - St. Paul's Anglican Church,1905.0,1905 - First one-room schoolhouse built.,,1905.0,1905 - First doctor (William MacKay) in Vonda.,1915.0,1915 - RNWMP Division F active in Vonda.,1904.0,1904 - First burial in St. Philippe de Neri Cemetery; 1907 - Earliest burial in Vonda Community Cemetery.,1916.0,"1916 - The Vonda Signet (earliest date found, may have been established earlier)",,,,
3913,SK176054,SK,176,54,Lipton,VL,273,1903.0,Settlers started arriving in 1877. Notable settler groups include a group of Deaf Mute settlers and settlers from the Jewish Colonization Association. The townsite was surveyed in 1903.,1905.0,,1904.0,CPR,1905,1905 - First postmaster appointed.,1905.0,1905 - Lipton Presbyterian Church; 1906 - St. Michael's and All Angels Anglican Church; 1916 - Holy Trinity Lutheran Church,1907.0,"Construction date of first school in Lipton unclear, but was between 1905-1907.",,1905.0,1905 - First doctor (A. S. Martin) in Lipton.,1919.0,1919 - Earliest dated mention of town police officer (N. M. Larsen) in Lipton.,1900.0,1900 - Earliest burial in Lipton Memorial Gardens Cemetery; 1902 - Earliest burial in Lipton Jewish Cemetery; 1915 - Holy Trinity Lutheran Cemetery established.,,,1901.0,1901 - Jewish Colonization Association,,
